52.50, 122.50
66.18, 120.09
78.21, 113.14
87.14, 102.50
91.89, 89.45
91.89, 75.55
87.14, 62.50
78.21, 51.86
66.18, 44.91
52.50, 42.50
112.50, 42.50
52.50, 42.50
112.50, 42.50
126.18, 44.91
138.21, 51.86
147.14, 62.50
151.89, 75.55
151.89, 89.45
147.14, 102.50
138.21, 113.14
126.18, 120.09
112.50, 122.50
52.50, 122.50
112.50, 122.50
